Addon,Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,Model 10
ember-unchanged-attributes,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-undo-stack,8.75,8.75,9.28571,9.28571,9.28571,9.375,9.375,9.38271,9.37888,9.39393
ember-uni-form,5.0,5.0,5.71428,5.71428,5.71428,6.25,6.25,6.29629,6.27329,6.36363
ember-unified-select,3.75,3.75,4.28571,5.0,3.57142,3.125,3.125,3.20987,3.1677,3.0909
ember-unused-components,3.75,4.375,5.0,5.0,3.57142,3.125,3.125,3.20987,3.1677,3.0909
ember-upf-utils,0.0,0.625,0.71428,0.71428,0.71428,1.875,1.875,1.85185,1.86335,2.0606
ember-uploader,7.5,8.125,7.85714,8.57142,8.57142,7.5,7.5,7.53086,7.51552,7.57575
ember-uri-shim,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-url,5.0,5.625,6.42857,7.14285,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-user-activity,6.25,6.875,7.14285,7.85714,7.85714,8.125,8.125,8.14814,8.13664,8.18181
ember-user-input,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-useragent,7.5,7.5,7.85714,9.0,9.0,7.875,7.25,7.28395,7.26708,7.0909
ember-userengage,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-uservoice,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.51515
ember-uuid,6.25,6.875,7.14285,7.85714,7.85714,8.125,7.5,7.53086,7.51552,7.57575
ember-uuid-shim,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-v-form,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-validatable-input,6.25,6.25,7.14285,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-validate,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.30434,1.30434,1.27272
ember-validate-js,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-validated-form,6.25,6.25,7.14285,8.28571,8.28571,8.5,8.5,8.51851,8.50931,8.54545
ember-validated-form-buffer,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.12121
ember-validated-input,2.5,3.125,3.57142,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-validating-component,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-validations,7.5,7.5,7.14285,7.14285,7.14285,7.5,7.5,7.53086,7.51552,7.57575
ember-validator,2.5,3.5,4.0,5.14285,5.14285,5.75,5.125,5.18518,5.15527,5.27272
ember-validator-shim,5.0,6.0,6.85714,8.0,8.0,7.0,7.0,7.03703,7.01863,7.0909
ember-validators,8.75,8.75,9.28571,9.28571,9.28571,8.125,8.125,8.14814,8.13664,8.18181
ember-velocity-mixin,5.0,5.0,5.71428,5.71428,5.71428,6.25,5.625,5.67901,5.65217,5.51515
ember-vendor-split,3.75,3.75,4.28571,4.28571,4.28571,5.0,5.0,4.93827,4.96894,5.0909
ember-version-is,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-vertical-timeline,5.0,6.0,6.85714,6.85714,6.85714,6.0,6.0,6.04938,6.02484,5.87878
ember-videojs,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-videojs-hls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12345,0.06211,0.0606
ember-view-state,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.7037,3.7267,3.63636
ember-visual-search,6.25,6.25,7.14285,7.14285,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-visual-test,5.0,5.625,6.42857,7.57142,7.57142,6.625,6.0,6.04938,6.02484,5.87878
ember-vivus,5.0,5.0,5.71428,6.42857,5.0,4.375,4.375,4.44444,4.40993,4.54545
ember-vo-webuniversum,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.125,3.20987,3.1677,3.0909
ember-wait-for-render,5.0,5.625,6.42857,7.14285,5.71428,6.25,6.25,6.29629,6.27329,6.36363
ember-wait-for-test-helper,5.0,5.625,6.42857,7.14285,7.14285,6.25,5.625,5.67901,5.65217,5.75757
ember-watson,7.5,7.5,7.14285,7.14285,7.14285,7.5,7.5,7.53086,7.51552,7.33333
ember-waypoints,5.0,5.0,5.71428,5.71428,5.71428,5.0,4.375,4.32098,4.34782,4.24242
ember-wc-utils,2.5,3.125,3.57142,3.57142,3.57142,3.125,3.125,3.08641,3.10559,3.27272
ember-weak-ref,3.75,3.75,4.28571,4.28571,4.28571,5.0,5.0,4.93827,4.96894,5.0909
ember-weakmap,7.5,7.5,7.85714,7.85714,7.85714,6.875,6.875,6.91358,6.8944,6.96969
ember-web-animations-next-polyfill,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-web-api,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-web-app,8.75,8.75,9.28571,9.28571,9.28571,8.125,8.125,8.14814,8.13664,8.18181
ember-web-app-rename,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-web-workers,7.5,7.5,8.57142,8.57142,8.57142,8.75,8.75,8.76543,8.75776,8.54545
ember-web3,1.25,1.875,2.14285,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-webcam,5.0,6.0,6.85714,8.0,8.0,8.25,7.625,7.65432,7.63975,7.45454
ember-webcam-input,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-webcomponents,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-webrtc-devices,7.5,7.5,8.57142,8.57142,8.57142,8.75,8.75,8.76543,8.75776,8.78787
ember-webrtc-troubleshoot,7.5,7.5,8.57142,8.57142,8.57142,8.75,8.75,8.76543,8.75776,8.78787
ember-websockets,7.5,8.125,7.85714,8.57142,8.57142,7.5,7.5,7.53086,7.51552,7.57575
ember-welcome-page,8.75,8.75,9.28571,9.28571,9.28571,9.375,9.375,9.38271,9.37888,9.39393
ember-what-session,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-whatbars,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-wildland-blueprints,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-windoc,7.5,8.5,9.0,9.0,9.0,9.125,8.5,8.51851,8.50931,8.30303
ember-window,2.5,2.5,2.85714,2.85714,2.85714,3.75,3.75,3.7037,3.7267,3.87878
ember-window-messenger,5.0,6.0,6.85714,8.0,8.0,7.0,6.375,6.41975,6.39751,6.48484
ember-window-mock,8.75,8.75,9.28571,9.28571,9.28571,9.375,9.375,9.38271,9.37888,9.15151
ember-window-resize,2.5,3.125,3.57142,3.57142,2.14285,1.875,1.875,1.9753,1.92546,2.12121
ember-windowscroll,6.25,7.25,8.28571,8.28571,8.28571,8.5,7.875,7.90123,7.88819,7.69696
ember-wistia,6.25,6.25,7.14285,7.14285,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-with-redux,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-with-service,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.51515
ember-wordpress,7.5,7.5,7.85714,7.85714,7.85714,6.875,6.875,6.91358,6.8944,6.72727
ember-world-flags,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-world-map,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-wormhole,7.5,8.5,8.28571,9.42857,9.42857,9.5,9.5,9.50617,9.5031,9.27272
ember-wormhole-action,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-wp-data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12345,0.06211,0.0606
ember-wrap-urls,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,5.15151
ember-wretch,3.75,4.375,5.0,5.71428,5.71428,5.0,5.0,5.06172,5.03105,5.15151
ember-wufoo-form,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-wuphf,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-wysihtml,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-x-editable,5.0,5.625,6.42857,7.14285,7.14285,6.25,5.625,5.67901,5.65217,5.51515
ember-x-tabs,7.5,7.5,8.57142,8.57142,8.57142,7.5,6.875,6.91358,6.8944,6.96969
ember-x-times,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-xhr,2.5,2.5,2.85714,2.85714,2.85714,2.5,1.875,1.9753,1.92546,1.87878
ember-xregexp,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.7037,3.7267,3.87878
ember-xy,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-yaml-cms,1.25,1.875,2.14285,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.72727
ember-yeti-table,7.5,7.5,8.57142,8.57142,8.57142,7.5,6.875,6.91358,6.8944,6.72727
ember-youtube,6.25,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.12121
ember-youtube-data-model,3.75,3.75,4.28571,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-z-schema,5.0,6.0,6.85714,8.0,8.0,7.0,7.0,7.03703,7.01863,7.0909
ember-zendesk-widget,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.51515
ember-zeroclipboard,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-zingchart,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.72727
ember-zipcode-input,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-zipline,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
emberfire,7.5,8.125,8.57142,8.57142,8.57142,8.75,8.75,8.76543,8.75776,8.78787
emberfire-account,3.75,4.375,5.0,5.71428,5.71428,5.0,4.375,4.44444,4.40993,4.30303
emberfire-chat,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.30434,1.30434,1.27272
emberfire-exp,6.25,6.25,6.42857,6.42857,6.42857,5.625,5.625,5.67901,5.65217,5.75757
emberfire-phone,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
emberfire-utils,3.75,3.75,4.28571,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.72727
emberui,5.0,5.0,5.0,5.0,5.0,4.375,4.375,4.32098,4.34782,4.48484
emberx-autosuggest,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
emberx-file-input,6.25,6.25,6.42857,6.42857,6.42857,6.875,6.875,6.91358,6.8944,6.96969
emberx-range-input,5.0,5.625,6.42857,7.14285,7.14285,7.5,7.5,7.53086,7.51552,7.57575
emberx-select,7.5,7.5,7.14285,8.28571,8.28571,8.5,8.5,8.51851,8.50931,8.54545
emberx-select-blockless,5.0,5.0,5.71428,5.71428,5.71428,6.25,5.625,5.67901,5.65217,5.75757
emberx-slider,5.0,5.0,5.71428,5.71428,5.71428,6.25,6.25,6.29629,6.27329,6.36363
emberx-xml-http-request,5.0,5.0,5.71428,5.71428,5.71428,5.0,4.375,4.44444,4.40993,4.30303
emburger,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
empress-blog,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
empress-blog-casper-template,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,5.15151
emvalid,1.25,2.25,2.57142,3.71428,3.71428,3.25,3.25,3.33333,3.29192,3.45454
en-editor,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
en-select,5.0,5.625,6.42857,7.14285,5.71428,5.0,5.0,5.06172,5.03105,5.15151
eslint-config-simplabs,5.0,5.0,5.71428,6.42857,6.42857,5.625,5.625,5.67901,5.65217,5.51515
eslint-plugin-ember,8.75,8.75,8.57142,8.57142,8.57142,8.75,8.75,8.76543,8.75776,8.78787
eucledian-adminlte,3.75,4.75,5.42857,5.42857,5.42857,4.75,4.75,4.69135,4.72049,4.84848
expression-builder,6.25,6.25,7.14285,7.14285,7.14285,6.25,5.625,5.67901,5.65217,5.75757
fabulous-table,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
fasteragile-calendar-icon,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
fasteragile-overlap,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
fasteragile-select-button,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ff-checkbox,1.25,1.25,1.42857,1.42857,1.42857,2.5,2.5,2.59259,2.54658,2.72727
ff-radio,1.25,1.25,1.42857,1.42857,1.42857,2.5,2.5,2.59259,2.54658,2.72727
fireplace,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
fixtable-ember,5.0,5.625,6.42857,7.14285,7.14285,7.5,7.5,7.53086,7.51552,7.57575
flexi,6.25,6.25,6.42857,6.42857,6.42857,6.875,6.875,6.91358,6.8944,6.96969
flexi-config,2.5,2.5,2.85714,2.85714,1.42857,2.5,2.5,2.59259,2.54658,2.48484
flexi-default-styles,2.5,2.5,2.85714,2.85714,2.85714,3.75,3.75,3.82716,3.78881,3.93939
flexi-dsl,2.5,2.5,2.85714,2.85714,2.85714,3.75,3.75,3.82716,3.78881,3.93939
flexi-layouts,2.5,2.5,2.85714,3.57142,3.57142,4.375,4.375,4.44444,4.40993,4.54545
flexi-sustain,5.0,5.0,5.71428,5.71428,5.71428,6.25,6.25,6.29629,6.27329,6.36363
flood-simple-form,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
flood-simple-form-power-select,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.46913,2.48447,2.42424
game-of-life-ember-addon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gavant-ember-app-version-update,2.5,3.125,3.57142,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.48484
gavant-ember-bootstrap-dropdown,2.5,3.125,3.57142,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.48484
gavant-ember-button-link,2.5,3.125,3.57142,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.48484
gavant-ember-delete-button,2.5,3.125,3.57142,4.28571,4.28571,5.0,4.375,4.44444,4.40993,4.30303
gavant-ember-input-validator,2.5,3.125,3.57142,4.28571,2.85714,3.75,3.75,3.82716,3.78881,3.69696
gavant-ember-loading-button,2.5,3.125,3.57142,4.28571,2.85714,3.75,3.75,3.82716,3.78881,3.69696
gavant-ember-validations,2.5,3.125,3.57142,4.28571,2.85714,2.5,2.5,2.46913,2.48447,2.42424
gavant-ember-websockets,2.5,3.125,3.57142,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.48484
glimr-calendar,6.25,6.25,6.42857,6.42857,6.42857,5.625,5.625,5.67901,5.65217,5.75757
google-maps-addon,2.5,2.5,2.85714,2.85714,1.42857,2.5,2.5,2.59259,2.54658,2.48484
google-maps-drawing-tools,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
google-maps-markup,5.0,6.0,6.85714,8.0,8.0,7.0,6.375,6.41975,6.39751,6.48484
google-maps-zoom,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.51515
guidemaker,5.0,5.0,5.71428,5.71428,5.71428,5.0,4.375,4.44444,4.40993,4.54545
herd-ember,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
hfc_relay_kickstart,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
hooks-component,3.75,4.75,5.42857,6.57142,6.57142,5.75,5.125,5.18518,5.15527,5.27272
htmlbars-comment-redactor,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
image-resize-util,7.5,7.5,8.57142,8.57142,7.14285,6.25,6.25,6.29629,6.27329,6.36363
images-drop-area-component,1.25,2.25,2.57142,3.71428,3.71428,3.25,3.25,3.20987,3.22981,3.15151
initials-avatar,5.0,6.0,6.85714,8.0,8.0,8.25,8.25,8.2716,8.26086,8.30303
ivy-codemirror,6.25,6.25,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ivy-notifier,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ivy-redactor,3.75,3.75,4.28571,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.72727
ivy-sortable,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ivy-stateful,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ivy-tabs,6.25,6.875,7.14285,7.85714,7.14285,7.5,6.875,6.91358,6.8944,6.96969
ivy-tree,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ivy-videojs,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,4.90909
justa-table,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,4.90909
layout-bin-packer,8.75,8.75,9.28571,9.28571,9.28571,9.375,9.375,9.38271,9.37888,9.39393
legacy-bind-attr,2.5,2.5,2.85714,2.85714,2.85714,3.75,3.75,3.82716,3.78881,3.69696
letter-avatar,3.75,3.75,4.28571,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.72727
libkit,2.5,3.125,3.57142,4.28571,2.85714,3.75,3.75,3.82716,3.78881,3.69696
liquid-fire,7.5,8.125,7.85714,9.0,9.0,9.125,9.125,9.1358,9.13043,8.90909
liquid-fire-events,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
liquid-fire-flip,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
liquid-fire-hooks,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
liquid-fire-ios,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
liquid-fire-reveal,3.75,4.375,5.0,5.0,3.57142,3.125,3.125,3.20987,3.1677,3.0909
liquid-fire-tweenlite,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.51515
liquid-tether,6.25,6.875,7.14285,7.85714,7.85714,6.875,6.875,6.91358,6.8944,6.96969
liquid-wormhole,6.25,6.875,7.14285,7.85714,7.85714,6.875,6.875,6.91358,6.8944,6.96969
loader.js,8.75,9.375,9.28571,9.28571,9.28571,9.375,9.375,9.38271,9.37888,9.39393
log-lint-times,1.25,2.25,2.57142,3.71428,3.71428,3.25,3.25,3.33333,3.29192,3.45454
lytics-ember-components,5.0,5.0,5.71428,5.71428,5.71428,6.25,5.625,5.67901,5.65217,5.51515
mammoth-test-helpers,3.75,4.75,5.42857,6.57142,6.57142,5.75,5.75,5.80246,5.77639,5.63636
mantel,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.125,3.20987,3.1677,3.0909
mapquest-leaflet-shims,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
markdown-buttons,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.7037,3.7267,3.63636
markdown-code-highlighting,5.0,6.0,6.85714,8.0,6.57142,5.75,5.75,5.80246,5.77639,5.63636
maximum-plaid,6.25,6.25,6.42857,6.42857,6.42857,5.625,5.0,5.06172,5.03105,4.90909
mb-infinite-scroll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12345,0.06211,0.0606
mber-head,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.12121
memory-scroll,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.7037,3.7267,3.63636
merry-ember,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.45454
metrics-decorators,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
micro-observable,6.25,7.25,8.28571,8.28571,6.85714,6.0,6.0,6.04938,6.02484,6.12121
mn-numeric-input,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.51515
nicer-log,1.25,1.875,2.14285,3.28571,3.28571,2.875,2.875,2.96296,2.91925,2.84848
nicer-log-remover-babel,2.5,2.5,2.85714,4.0,4.0,3.5,3.5,3.58024,3.54037,3.45454
nicer-log-remover-typescript,2.5,2.5,2.85714,4.0,4.0,3.5,3.5,3.58024,3.54037,3.45454
no-jquery-in-routes-controllers-models,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
number-input,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
nypr-audio-services,6.25,6.25,7.14285,7.14285,7.14285,7.5,7.5,7.53086,7.51552,7.33333
nypr-django-for-ember,3.75,4.375,5.0,5.71428,5.71428,6.25,6.25,6.29629,6.27329,6.12121
nypr-election-countdown,2.5,3.5,4.0,4.0,4.0,3.5,3.5,3.45679,3.47826,3.39393
nypr-player,5.0,5.625,6.42857,7.14285,7.14285,7.5,6.875,6.91358,6.8944,6.72727
nypr-publisher-lib,3.75,4.75,5.42857,6.57142,6.57142,7.0,7.0,7.03703,7.01863,6.84848
nypr-ui,7.5,7.5,8.57142,8.57142,8.57142,8.75,8.75,8.64197,8.69565,8.48484
object-predicate,6.25,7.25,8.28571,8.28571,8.28571,7.25,6.625,6.66666,6.64596,6.72727
op-firebase-auth,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
pagination-pager,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
paper-data-table,5.0,6.0,6.85714,7.57142,7.57142,6.625,6.625,6.66666,6.64596,6.48484
paper-input-mask,3.75,4.375,5.0,5.0,3.57142,3.125,3.125,3.20987,3.1677,3.33333
poc-ember-cli-polymer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prember,7.5,7.5,7.85714,7.85714,7.85714,6.875,6.25,6.29629,6.27329,6.36363
prember-beautify,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
prember-middleware,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
prember-rss-feed,2.5,3.5,4.0,5.14285,3.71428,4.5,4.5,4.5679,4.53416,4.66666
prember-sitemap-generator,5.0,5.625,5.71428,5.71428,5.71428,5.0,4.375,4.32098,4.34782,4.24242
prism-models-table,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.51515
prius,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.125,3.20987,3.1677,3.0909
pro-slugs,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
promise-button,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
proxy-provider,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
qunit-decorators,6.25,7.25,8.28571,8.28571,8.28571,7.25,6.625,6.66666,6.64596,6.72727
qunit-dom,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.75757
qunit-metadata,6.25,6.875,7.85714,7.85714,6.42857,5.625,5.625,5.67901,5.65217,5.75757
qunit-snapshot,6.25,7.25,8.28571,8.28571,6.85714,6.0,6.0,6.04938,6.02484,6.12121
rails-csrf,3.75,3.75,3.57142,3.57142,3.57142,3.125,3.125,3.20987,3.1677,3.33333
ralphs-little-helpers,3.75,3.75,4.28571,4.28571,2.85714,3.75,3.75,3.82716,3.78881,3.69696
rate-limit-computed,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
rest-rap,3.75,3.75,4.28571,4.28571,4.28571,5.0,5.0,5.06172,5.03105,4.90909
s-select,5.0,5.0,5.71428,5.71428,5.71428,5.0,4.375,4.44444,4.40993,4.30303
sa-modal,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.51515
sb-admin-2-cli,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
semantic-ui-ember,8.75,9.375,9.28571,9.28571,9.28571,9.375,9.375,9.38271,9.37888,9.39393
semantic-ui-seeds,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.51515
service-sessions,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
shamgar-audit-trail,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
simple-lock,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
simple-mde,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
site-drawer-component,6.25,6.25,7.14285,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
sitemap-autogenerator,2.5,3.5,4.0,5.14285,3.71428,3.25,3.25,3.33333,3.29192,3.45454
sl-ember-behavior,5.0,5.0,5.71428,5.71428,5.71428,5.0,4.375,4.44444,4.40993,4.54545
sl-ember-components,6.25,6.25,6.42857,6.42857,6.42857,5.625,5.625,5.67901,5.65217,5.51515
sl-ember-modelize,5.0,5.0,5.71428,5.71428,5.71428,5.0,4.375,4.44444,4.40993,4.54545
sl-ember-store,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,4.90909
sl-ember-test-helpers,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,5.15151
sl-ember-translate,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
slick_testem,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.7037,3.7267,3.63636
smoke-and-mirrors,7.5,8.125,7.85714,8.57142,8.57142,8.75,8.75,8.76543,8.75776,8.78787
socket-lite,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
sparkles-component,6.25,6.25,7.14285,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
sparkles-decorators,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,4.90909
spree-ember-auth,6.25,6.25,6.42857,6.42857,5.0,4.375,4.375,4.44444,4.40993,4.30303
spree-ember-checkouts,6.25,6.25,6.42857,6.42857,5.0,4.375,4.375,4.44444,4.40993,4.30303
